MessageID;/RequestResource/MessageID;/alert/identifier
SentDateTime;/RequestResource/SentDateTime;/alert/sent
MessageContentType;/RequestResource/MessageContentType;/alert/msgType
MessageDescription;/RequestResource/MessageDescription;/alert/restriction
OriginatingMessageID;/RequestResource/OriginatingMessageID;/alert/sender
IncidentInformation;/RequestResource/IncidentInformation;.
IncidentID;/RequestResource/IncidentInformation/IncidentID;/alert/incidents
IncidentDescription;/RequestResource/IncidentInformation/IncidentDescription;/alert/info/resource/resourceDesc
MessageRecall;/RequestResource/MessageRecall;.
RecallMessageID;/RequestResource/MessageRecall/RecallMessageID;.
RecallType;/RequestResource/MessageRecall/RecallType;/alert/info/responseType
Funding;/RequestResource/Funding;.
FundCode;/RequestResource/Funding/FundCode;.
FundingInfo;/RequestResource/Funding/FundingInfo;.
ContactInformation;/RequestResource/ContactInformation;/alert/info/contact
ContactDescription;/RequestResource/ContactInformation/ContactDescription;.
ContactRole;/RequestResource/ContactInformation/ContactRole;.
Radio;/RequestResource/ContactInformation/Radio;.
RadioType;/RequestResource/ContactInformation/Radio/RadioType;.
ValueListURN;/RequestResource/ContactInformation/Radio/RadioType/ValueListURN;/alert/info/resource/resourceDesc
Value;/RequestResource/ContactInformation/Radio/RadioType/Value;/alert/info/resource/mimeType
RadioChannel;/RequestResource/ContactInformation/Radio/RadioChannel;.
ContactLocation;/RequestResource/ContactInformation/ContactLocation;.
LocationDescription;/RequestResource/ContactInformation/ContactLocation/LocationDescription;/alert/info/area/areaDesc
Address;/RequestResource/ContactInformation/ContactLocation/Address;.
FreeTextAddress;/RequestResource/ContactInformation/ContactLocation/Address/FreeTextAddress;.
AddressLine;/RequestResource/ContactInformation/ContactLocation/Address/FreeTextAddress/AddressLine;.
Country;/RequestResource/ContactInformation/ContactLocation/Address/Country;.
NameElement;/RequestResource/ContactInformation/ContactLocation/Address/Country/NameElement;.
AdministrativeArea;/RequestResource/ContactInformation/ContactLocation/Address/AdministrativeArea;.
NameElement;/RequestResource/ContactInformation/ContactLocation/Address/AdministrativeArea/NameElement;.
SubAdministrativeArea;/RequestResource/ContactInformation/ContactLocation/Address/AdministrativeArea/SubAdministrativeArea;.
NameElement;/RequestResource/ContactInformation/ContactLocation/Address/AdministrativeArea/SubAdministrativeArea/NameElement;.
Locality;/RequestResource/ContactInformation/ContactLocation/Address/Locality;.
NameElement;/RequestResource/ContactInformation/ContactLocation/Address/Locality/NameElement;.
SubLocality;/RequestResource/ContactInformation/ContactLocation/Address/Locality/SubLocality;.
NameElement;/RequestResource/ContactInformation/ContactLocation/Address/Locality/SubLocality/NameElement;.
Thoroughfare;/RequestResource/ContactInformation/ContactLocation/Address/Thoroughfare;.
NameElement;/RequestResource/ContactInformation/ContactLocation/Address/Thoroughfare/NameElement;.
Number;/RequestResource/ContactInformation/ContactLocation/Address/Thoroughfare/Number;.
SubThoroughfare;/RequestResource/ContactInformation/ContactLocation/Address/Thoroughfare/SubThoroughfare;.
NameElement;/RequestResource/ContactInformation/ContactLocation/Address/Thoroughfare/SubThoroughfare/NameElement;.
Number;/RequestResource/ContactInformation/ContactLocation/Address/Thoroughfare/SubThoroughfare/Number;.
Premises;/RequestResource/ContactInformation/ContactLocation/Address/Premises;.
NameElement;/RequestResource/ContactInformation/ContactLocation/Address/Premises/NameElement;.
Number;/RequestResource/ContactInformation/ContactLocation/Address/Premises/Number;.
SubPremises;/RequestResource/ContactInformation/ContactLocation/Address/Premises/SubPremises;.
NameElement;/RequestResource/ContactInformation/ContactLocation/Address/Premises/SubPremises/NameElement;.
Number;/RequestResource/ContactInformation/ContactLocation/Address/Premises/SubPremises/Number;.
PostCode;/RequestResource/ContactInformation/ContactLocation/Address/PostCode;.
Identifier;/RequestResource/ContactInformation/ContactLocation/Address/PostCode/Identifier;.
RuralDelivery;/RequestResource/ContactInformation/ContactLocation/Address/RuralDelivery;.
Identifier;/RequestResource/ContactInformation/ContactLocation/Address/RuralDelivery/Identifier;.
PostalDeliveryPoint;/RequestResource/ContactInformation/ContactLocation/Address/PostalDeliveryPoint;.
Identifier;/RequestResource/ContactInformation/ContactLocation/Address/PostalDeliveryPoint/Identifier;.
PostOffice;/RequestResource/ContactInformation/ContactLocation/Address/PostOffice;.
Identifier;/RequestResource/ContactInformation/ContactLocation/Address/PostOffice/Identifier;.
GeoRSS;/RequestResource/ContactInformation/ContactLocation/Address/GeoRSS;.
AnyElement;/RequestResource/ContactInformation/ContactLocation/Address/GeoRSS/anyElement;.
LocationByCoordinates;/RequestResource/ContactInformation/ContactLocation/Address/LocationByCoordinates;.
Latitude;/RequestResource/ContactInformation/ContactLocation/Address/LocationByCoordinates/Latitude;.
Longitude;/RequestResource/ContactInformation/ContactLocation/Address/LocationByCoordinates/Longitude;.
TargetArea;/RequestResource/ContactInformation/ContactLocation/TargetArea;.
Point;/RequestResource/ContactInformation/ContactLocation/TargetArea/Point;.
Pos;/RequestResource/ContactInformation/ContactLocation/TargetArea/Point/pos;.
LineString;/RequestResource/ContactInformation/ContactLocation/TargetArea/LineString;.
PosList;/RequestResource/ContactInformation/ContactLocation/TargetArea/LineString/posList;.
CircleByCenterPoint;/RequestResource/ContactInformation/ContactLocation/TargetArea/CircleByCenterPoint;.
Pos;/RequestResource/ContactInformation/ContactLocation/TargetArea/CircleByCenterPoint/pos;.
Radius;/RequestResource/ContactInformation/ContactLocation/TargetArea/CircleByCenterPoint/radius;.
Polygon;/RequestResource/ContactInformation/ContactLocation/TargetArea/Polygon;.
Exterior;/RequestResource/ContactInformation/ContactLocation/TargetArea/Polygon/exterior;.
LinearRing;/RequestResource/ContactInformation/ContactLocation/TargetArea/Polygon/exterior/LinearRing;.
PosList;/RequestResource/ContactInformation/ContactLocation/TargetArea/Polygon/exterior/LinearRing/posList;.
Interior;/RequestResource/ContactInformation/ContactLocation/TargetArea/Polygon/interior;.
LinearRing;/RequestResource/ContactInformation/ContactLocation/TargetArea/Polygon/interior/LinearRing;.
PosList;/RequestResource/ContactInformation/ContactLocation/TargetArea/Polygon/interior/LinearRing/posList;.
Envelope;/RequestResource/ContactInformation/ContactLocation/TargetArea/Envelope;.
LowerCorner;/RequestResource/ContactInformation/ContactLocation/TargetArea/Envelope/lowerCorner;.
UpperCorner;/RequestResource/ContactInformation/ContactLocation/TargetArea/Envelope/upperCorner;.
AdditionalContactInformation;/RequestResource/ContactInformation/AdditionalContactInformation;.
FreeTextLines;/RequestResource/ContactInformation/AdditionalContactInformation/FreeTextLines;.
FreeTextLine;/RequestResource/ContactInformation/AdditionalContactInformation/FreeTextLines/FreeTextLine;.
PartyName;/RequestResource/ContactInformation/AdditionalContactInformation/PartyName;.
NameLine;/RequestResource/ContactInformation/AdditionalContactInformation/PartyName/NameLine;.
PersonName;/RequestResource/ContactInformation/AdditionalContactInformation/PartyName/PersonName;.
NameElement;/RequestResource/ContactInformation/AdditionalContactInformation/PartyName/PersonName/NameElement;.
OrganisationName;/RequestResource/ContactInformation/AdditionalContactInformation/PartyName/OrganisationName;.
NameElement;/RequestResource/ContactInformation/AdditionalContactInformation/PartyName/OrganisationName/NameElement;.
SubDivisionName;/RequestResource/ContactInformation/AdditionalContactInformation/PartyName/OrganisationName/SubDivisionName;.
Addresses;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses;.
Address;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address;.
FreeTextAddress;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/FreeTextAddress;.
AddressLine;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/FreeTextAddress/AddressLine;.
Country;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/Country;.
NameElement;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/Country/NameElement;.
AdministrativeArea;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/AdministrativeArea;.
NameElement;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/AdministrativeArea/NameElement;.
Locality;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/Locality;.
NameElement;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/Locality/NameElement;.
Thoroughfare;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/Thoroughfare;.
NameElement;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/Thoroughfare/NameElement;.
Number;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/Thoroughfare/Number;.
Premises;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/Premises;.
NameElement;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/Premises/NameElement;.
Number;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/Premises/Number;.
PostCode;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/PostCode;.
Identifier;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/PostCode/Identifier;.
RuralDelivery;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/RuralDelivery;.
Identifier;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/RuralDelivery/Identifier;.
PostalDeliveryPoint;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/PostalDeliveryPoint;.
Identifier;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/PostalDeliveryPoint/Identifier;.
PostOffice;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/PostOffice;.
Identifier;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/PostOffice/Identifier;.
GeoRSS;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/GeoRSS;.
AnyElement;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/GeoRSS/anyElement;.
LocationByCoordinates;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/LocationByCoordinates;.
Accounts;/RequestResource/ContactInformation/AdditionalContactInformation/Accounts;.
Account;/RequestResource/ContactInformation/AdditionalContactInformation/Accounts/Account;.
AccountElement;/RequestResource/ContactInformation/AdditionalContactInformation/Accounts/Account/AccountElement;.
Organisation;/RequestResource/ContactInformation/AdditionalContactInformation/Accounts/Account/Organisation;.
ContactNumbers;/RequestResource/ContactInformation/AdditionalContactInformation/ContactNumbers;.
ContactNumber;/RequestResource/ContactInformation/AdditionalContactInformation/ContactNumbers/ContactNumber;.
ContactNumberElement;/RequestResource/ContactInformation/AdditionalContactInformation/ContactNumbers/ContactNumber/ContactNumberElement;.
Documents;/RequestResource/ContactInformation/AdditionalContactInformation/Documents;.
Document;/RequestResource/ContactInformation/AdditionalContactInformation/Documents/Document;.
DocumentElement;/RequestResource/ContactInformation/AdditionalContactInformation/Documents/Document/DocumentElement;.
NameOnDocument;/RequestResource/ContactInformation/AdditionalContactInformation/Documents/Document/NameOnDocument;.
AddressOnDocument;/RequestResource/ContactInformation/AdditionalContactInformation/Documents/Document/AddressOnDocument;.
IssuerName;/RequestResource/ContactInformation/AdditionalContactInformation/Documents/Document/IssuerName;.
